cancer_type,n_samples,Gene,n_samp_mut,frac_samp_mut,n_mut,mut_norm,age_diff,age_diff_l,age_diff_h,age_diff_p
HNSC,902,RASA1,18,0.019955654101995565,18,1.743825259174332,0.44183787227265725,-5.572087241316519,6.455762985861833,0.571
HNSC,902,RB1,10,0.011086474501108648,10,1.3770400539615608,4.64183787227266,-3.4256618691524565,12.709337613697777,0.874
HNSC,902,RHOA,11,0.012195121951219513,11,12.049640911745275,-1.9672530368182493,-9.659434693558818,5.72492861992232,0.296
HNSC,902,TGFBR2,23,0.025498891352549888,24,3.852295260570615,5.775171205605986,0.566461910591296,10.983880500620675,0.985
HNSC,902,TP53,401,0.4445676274944568,463,151.76157587709483,-1.6823521925221598,-2.876500643840717,-0.4882037412036031,0.009
HNSC,902,ZNF750,8,0.008869179600886918,8,1.1358950168875896,-7.808162127727343,-16.827613831200754,1.2112895757460684,0.033
KIRC,1026,ATM,28,0.02729044834307992,34,75.63425163927384,2.6624680306905333,-1.2554662996120474,6.580402360993114,0.88
KIRC,1026,BAP1,109,0.10623781676413255,112,37.799364351541584,-1.7402630617464396,-3.9078604022117274,0.4273342787188481,0.076
KIRC,1026,KDM5C,75,0.07309941520467836,84,15.217674066883292,4.918070271586899,2.4188372556999975,7.4173032874738,1
KIRC,1026,KIF1A,10,0.009746588693957114,10,1.732872268697395,3.611879795396419,-3.6032233786396093,10.826982969432446,0.824
KIRC,1026,MTOR,81,0.07894736842105263,86,29.10881132152942,0.3430425860940929,-2.1272194937870057,2.8133046659751915,0.638
KIRC,1026,PBRM1,309,0.30116959064327486,316,48.89905016863702,0.6039051118521144,-0.7003411290371095,1.9081513527413383,0.808
KIRC,1026,PIK3CA,18,0.017543859649122806,18,4.3910394700808615,1.7474353509519744,-3.6326744448484503,7.127545146752399,0.722
KIRC,1026,PTEN,32,0.031189083820662766,36,22.968421254529126,-1.8914535379369184,-5.699405568447482,1.9164984925736444,0.186
KIRC,1026,SETD2,139,0.1354775828460039,153,64.04321573419779,2.2768471156578585,0.4182834449574464,4.13541078635827,0.977
KIRC,1026,TP53,30,0.029239766081871343,32,28.17583659968553,-1.9956202046035827,-6.033705643297802,2.0424652340906366,0.176
KIRC,1026,VHL,504,0.49122807017543857,530,611.6175371545444,-0.9183088838488658,-1.9364401869843855,0.09982241928665392,0.08
KIRP,311,BAP1,9,0.028938906752411574,9,5.538072640424951,-1.179296913039245,-8.701280780220067,6.342686954141578,0.374
KIRP,311,CUL3,7,0.022508038585209004,7,4.472823011312075,-1.3539000876424154,-9.881535289998464,7.173735114713633,0.4
KIRP,311,KDM6A,6,0.01929260450160772,7,2.594652564787943,2.3603856266433,-6.167249575712749,10.888020828999348,0.675
KIRP,311,KRAS,6,0.01929260450160772,6,14.185238693018297,-2.9015191352614664,-12.111611576665743,6.30857330614281,0.291
KIRP,311,MET,29,0.0932475884244373,31,10.010910124835581,-0.16495999547651508,-4.225719399563498,3.8957994086104675,0.479
